Ax	Ay	Az	p	q	r	mx	my	mz	
0.00	0.05	-9.78	0.00	0.01	0.00	13.39	12.77	7.92	
0.00	0.05	-9.78	0.00	0.01	0.00	13.38	12.76	7.70	
0.00	0.05	-9.77	0.00	0.01	0.00	13.38	12.76	7.55	
0.00	0.05	-9.76	0.00	0.01	0.00	13.38	12.76	7.46	
-0.00	0.05	-9.75	0.00	0.01	0.00	13.38	12.76	7.40	
-0.00	0.06	-9.75	0.00	0.01	0.00	13.37	12.76	7.36	
-0.01	0.05	-9.74	0.00	0.01	0.00	13.37	12.76	7.34	
-0.01	0.05	-9.74	0.00	0.01	0.00	13.37	12.76	7.32	
-0.01	0.05	-9.73	0.00	0.00	0.00	13.37	12.76	7.31	
-0.01	0.05	-9.74	0.00	0.00	0.00	13.37	12.76	7.30	
-0.01	0.05	-9.75	0.00	0.00	0.00	13.37	12.76	7.30	
-0.01	0.05	-9.75	0.00	0.00	0.00	13.37	12.76	7.29	
-0.01	0.05	-9.76	-0.00	0.00	0.00	13.37	12.76	7.29	
-0.00	0.05	-9.75	0.00	0.00	0.00	13.37	12.76	7.29	
-0.00	0.05	-9.75	0.00	0.00	0.00	13.37	12.76	7.29	
0.00	0.05	-9.75	0.00	0.00	0.01	13.37	12.76	7.29	
0.00	0.05	-9.75	0.00	0.00	0.01	13.37	12.76	7.29	
0.00	0.06	-9.75	0.00	0.00	0.01	13.81	12.36	6.10	
0.00	0.06	-9.76	0.00	0.00	0.01	14.09	12.10	5.33	
0.00	0.06	-9.76	0.00	0.00	0.01	14.28	11.93	4.83	
-0.00	0.06	-9.76	0.00	0.00	0.01	14.40	11.82	4.50	
-0.00	0.06	-9.75	0.00	0.00	0.01	14.47	11.75	4.29	
-0.00	0.06	-9.75	0.00	0.00	0.01	14.52	11.71	4.15	
-0.00	0.06	-9.75	0.00	0.00	0.01	14.56	11.68	4.06	
-0.00	0.06	-9.75	0.00	-0.00	0.01	14.58	11.66	4.00	
-0.00	0.06	-9.75	0.00	-0.00	0.01	14.59	11.64	3.97	
-0.00	0.06	-9.76	0.00	-0.00	0.01	14.60	11.64	3.94	
-0.00	0.06	-9.76	0.00	-0.00	0.01	14.61	11.63	3.93	
-0.01	0.05	-9.76	0.00	-0.00	0.01	14.61	11.63	3.91	
-0.01	0.05	-9.76	0.00	-0.00	0.01	14.61	11.62	3.91	
-0.01	0.05	-9.76	0.00	-0.00	0.01	14.61	11.62	3.90	
-0.01	0.04	-9.75	0.00	-0.00	0.01	14.62	11.62	3.90	
-0.01	0.04	-9.75	0.00	-0.00	0.01	14.62	11.62	3.90	
-0.01	0.03	-9.75	0.00	-0.00	0.01	14.62	11.62	3.90	
-0.02	0.03	-9.75	0.00	-0.00	0.01	14.62	11.62	3.90	
-0.01	0.03	-9.76	0.00	-0.00	0.01	14.62	11.62	3.90	
-0.01	0.04	-9.76	0.00	-0.00	0.01	14.62	11.62	3.90	
-0.01	0.04	-9.77	0.00	-0.00	0.00	14.62	11.62	3.90	
-0.01	0.04	-9.77	0.00	-0.00	0.00	14.62	11.62	3.90	
-0.01	0.05	-9.76	-0.00	-0.00	-0.00	14.62	11.62	3.90	
-0.01	0.05	-9.76	-0.00	-0.00	-0.00	14.62	11.62	3.90	
-0.01	0.05	-9.76	-0.00	0.00	-0.01	14.62	11.62	3.90	
-0.01	0.05	-9.77	-0.00	0.00	-0.00	14.37	11.53	3.03	
-0.00	0.05	-9.78	-0.00	0.00	-0.00	14.21	11.47	2.47	
-0.00	0.05	-9.78	-0.00	0.00	-0.00	14.10	11.44	2.11	
-0.00	0.05	-9.78	-0.00	0.00	-0.00	14.03	11.41	1.87	
0.00	0.05	-9.78	-0.00	-0.00	-0.00	13.99	11.40	1.71	
0.00	0.05	-9.78	-0.00	-0.00	-0.00	13.96	11.39	1.61	
0.01	0.05	-9.78	0.00	-0.00	0.00	13.94	11.38	1.55	
0.01	0.05	-9.78	0.00	-0.00	0.00	13.93	11.37	1.51	
0.00	0.05	-9.78	0.00	-0.00	0.00	13.92	11.37	1.48	
-0.00	0.04	-9.77	0.00	-0.00	0.00	13.92	11.37	1.46	
-0.00	0.04	-9.77	0.00	-0.00	0.00	13.91	11.37	1.45	
-0.01	0.04	-9.77	0.00	0.00	0.00	13.91	11.37	1.44	
-0.01	0.04	-9.77	0.00	0.00	0.00	13.91	11.37	1.44	
-0.01	0.04	-9.77	0.00	0.00	0.00	13.91	11.37	1.43	
-0.02	0.04	-9.77	0.00	0.00	0.00	13.91	11.37	1.43	
-0.01	0.04	-9.77	0.00	0.00	0.00	13.91	11.37	1.43	
-0.01	0.05	-9.77	0.00	0.00	0.00	13.91	11.37	1.43	
-0.00	0.05	-9.77	0.00	0.00	0.00	13.91	11.37	1.43	
-0.01	0.04	-9.77	0.00	0.00	0.00	13.91	11.37	1.43	
-0.01	0.04	-9.77	-0.00	0.00	0.00	13.91	11.37	1.43	
-0.01	0.04	-9.77	-0.00	0.00	0.00	13.91	11.37	1.43	
-0.01	0.04	-9.77	-0.00	-0.00	0.00	13.91	11.37	1.43	
-0.01	0.04	-9.77	-0.00	0.00	0.00	14.53	11.81	0.56	
-0.01	0.04	-9.78	-0.00	0.00	0.00	14.93	12.10	0.00	
-0.01	0.04	-9.78	-0.00	0.00	0.00	15.20	12.28	-0.36	
-0.01	0.04	-9.78	0.00	0.00	0.00	15.37	12.41	-0.60	
-0.01	0.04	-9.78	-0.00	0.00	-0.00	15.48	12.48	-0.75	
-0.01	0.04	-9.78	-0.01	0.00	-0.00	15.55	12.54	-0.85	
-0.01	0.04	-9.78	-0.01	0.00	-0.00	15.60	12.57	-0.92	
-0.01	0.04	-9.78	-0.00	0.00	-0.00	15.63	12.59	-0.96	
-0.01	0.05	-9.77	-0.00	0.00	-0.00	15.65	12.61	-0.99	
-0.01	0.05	-9.77	-0.00	0.00	-0.00	15.66	12.61	-1.01	
-0.01	0.05	-9.76	-0.00	-0.00	-0.00	15.67	12.62	-1.02	
-0.00	0.05	-9.76	-0.00	-0.00	-0.00	15.67	12.62	-1.03	
0.00	0.05	-9.76	0.00	-0.00	-0.00	15.68	12.63	-1.03	
0.01	0.05	-9.76	0.00	-0.00	-0.00	15.68	12.63	-1.03	
0.01	0.04	-9.75	0.00	-0.00	-0.00	15.68	12.63	-1.04	
0.01	0.04	-9.76	0.00	0.00	-0.00	15.68	12.63	-1.04	
0.02	0.04	-9.77	0.00	0.00	-0.00	15.68	12.63	-1.04	
0.02	0.04	-9.77	0.01	0.00	-0.00	15.68	12.63	-1.04	
0.01	0.03	-9.76	0.01	0.00	-0.00	15.68	12.63	-1.04	
0.01	0.02	-9.75	0.01	0.00	-0.00	15.68	12.63	-1.04	
0.01	0.01	-9.75	0.02	0.00	-0.00	15.68	12.63	-1.04	
0.00	0.01	-9.75	0.02	-0.00	-0.01	15.68	12.63	-1.04	
0.01	0.02	-9.76	0.02	-0.00	-0.01	15.00	12.68	-0.50	
0.01	0.02	-9.76	0.01	-0.00	-0.02	14.55	12.70	-0.15	
0.01	0.02	-9.77	0.01	-0.00	-0.02	14.27	12.72	0.08	
0.01	0.02	-9.77	0.01	-0.00	-0.02	14.08	12.74	0.23	
0.00	0.03	-9.78	0.01	-0.00	-0.02	13.96	12.74	0.32	
-0.00	0.03	-9.79	0.01	-0.00	-0.02	13.88	12.75	0.39	
-0.00	0.03	-9.79	0.01	-0.00	-0.02	13.82	12.75	0.43	
-0.00	0.03	-9.78	0.00	-0.00	-0.01	13.79	12.75	0.45	
0.00	0.03	-9.78	0.00	-0.00	-0.01	13.77	12.76	0.47	
0.00	0.03	-9.77	0.00	-0.00	-0.01	13.75	12.76	0.48	
0.00	0.03	-9.77	0.00	-0.00	-0.01	13.75	12.76	0.49	
0.00	0.03	-9.76	0.00	-0.00	-0.01	13.74	12.76	0.49	
0.00	0.03	-9.76	0.00	-0.00	-0.00	13.74	12.76	0.50	
0.00	0.03	-9.75	0.00	0.00	-0.00	13.73	12.76	0.50	
-0.00	0.03	-9.75	0.00	0.00	-0.00	13.73	12.76	0.50	
0.02	0.02	-9.75	0.00	-0.00	-0.00	13.73	12.76	0.50	
0.03	0.02	-9.75	0.00	-0.00	-0.00	13.73	12.76	0.50	
0.04	0.01	-9.75	0.00	-0.00	-0.01	13.73	12.76	0.50	
0.03	0.02	-9.75	0.01	-0.00	-0.02	13.73	12.76	0.50	
0.03	0.02	-9.76	0.01	-0.00	-0.03	13.73	12.76	0.50	
0.03	0.02	-9.76	0.01	-0.00	-0.03	13.73	12.76	0.50	
0.02	0.02	-9.76	0.02	-0.00	-0.03	13.73	12.76	0.50	
0.00	0.02	-9.76	0.01	-0.00	-0.04	13.73	12.76	0.50	
-0.01	0.02	-9.76	0.01	-0.00	-0.04	13.73	12.76	0.50	
-0.02	0.02	-9.76	0.01	-0.00	-0.04	13.73	12.76	0.50	
-0.02	0.02	-9.76	0.01	-0.00	-0.05	13.73	12.76	0.50	
-0.02	0.03	-9.75	0.01	-0.00	-0.04	14.35	12.67	2.01	
-0.02	0.03	-9.74	0.01	-0.00	-0.03	14.76	12.61	3.00	
-0.02	0.03	-9.74	0.01	-0.00	-0.03	15.02	12.57	3.63	
-0.02	0.03	-9.74	0.00	0.00	-0.02	15.19	12.55	4.05	
-0.02	0.03	-9.75	0.00	0.00	-0.01	15.30	12.53	4.32	
-0.02	0.02	-9.75	0.00	0.00	-0.01	15.37	12.52	4.50	
-0.02	0.02	-9.75	0.00	0.00	-0.01	15.42	12.52	4.61	
-0.02	0.02	-9.76	0.00	0.00	-0.00	15.45	12.51	4.68	
-0.01	0.02	-9.76	0.00	0.00	-0.00	15.47	12.51	4.73	
-0.01	0.02	-9.76	0.00	0.00	0.00	15.48	12.51	4.76	
-0.01	0.02	-9.76	-0.00	0.00	0.00	15.49	12.51	4.78	
-0.01	0.02	-9.76	-0.00	0.00	0.00	15.50	12.51	4.80	
-0.01	0.02	-9.76	-0.00	0.00	0.00	15.50	12.51	4.80	
-0.01	0.02	-9.75	-0.00	0.00	0.00	15.50	12.51	4.81	
-0.01	0.02	-9.75	0.00	0.00	0.00	15.50	12.51	4.81	
-0.01	0.03	-9.75	0.00	0.01	0.01	15.50	12.51	4.82	
-0.01	0.03	-9.75	0.00	0.01	0.01	15.50	12.51	4.82	
-0.01	0.03	-9.75	0.00	0.01	0.01	15.51	12.51	4.82	
-0.01	0.03	-9.76	0.00	0.01	0.01	15.51	12.51	4.82	
-0.02	0.03	-9.76	0.00	0.01	0.02	15.51	12.50	4.82	
-0.02	0.02	-9.76	0.00	0.01	0.02	15.51	12.50	4.82	
-0.01	0.02	-9.77	0.00	0.01	0.02	14.51	12.42	3.52	
-0.01	0.02	-9.78	-0.00	0.01	0.02	13.86	12.36	2.68	
-0.00	0.02	-9.78	-0.00	0.01	0.02	13.44	12.32	2.14	
-0.00	0.02	-9.78	-0.00	0.01	0.03	13.17	12.30	1.78	
0.00	0.02	-9.78	-0.00	0.00	0.02	12.99	12.28	1.55	
0.01	0.02	-9.78	-0.00	0.00	0.02	12.88	12.27	1.40	
0.01	0.02	-9.77	-0.01	0.00	0.02	12.80	12.26	1.30	
0.01	0.02	-9.77	-0.01	0.00	0.02	12.75	12.26	1.24	
0.01	0.03	-9.77	-0.01	0.00	0.01	12.72	12.26	1.20	
0.01	0.03	-9.77	-0.01	0.00	0.01	12.70	12.26	1.17	
0.01	0.03	-9.76	-0.01	0.00	0.01	12.69	12.25	1.15	
0.01	0.03	-9.76	-0.01	0.00	0.01	12.68	12.25	1.14	
0.00	0.03	-9.76	-0.00	0.00	0.01	12.67	12.25	1.13	
0.00	0.03	-9.76	-0.00	0.00	0.01	12.67	12.25	1.13	
0.00	0.03	-9.76	-0.00	0.00	0.01	12.67	12.25	1.12	
0.00	0.02	-9.75	-0.00	0.00	0.01	12.66	12.25	1.12	
0.00	0.02	-9.75	0.00	0.00	0.01	12.66	12.25	1.12	
0.00	0.02	-9.74	0.00	0.00	0.01	12.66	12.25	1.12	
0.00	0.01	-9.74	0.00	0.00	0.01	12.66	12.25	1.12	
-0.00	0.01	-9.74	0.00	0.00	0.00	12.66	12.25	1.12	
-0.00	0.01	-9.74	0.00	0.00	0.00	12.66	12.25	1.12	
-0.01	0.01	-9.74	0.00	0.00	0.00	12.66	12.25	1.12	
0.00	0.01	-9.76	0.00	0.00	0.00	13.97	12.38	1.23	
0.01	0.02	-9.77	0.00	0.00	0.00	14.82	12.47	1.30	
0.01	0.02	-9.77	0.00	0.00	0.00	15.37	12.53	1.34	
0.01	0.02	-9.78	0.00	0.00	0.00	15.73	12.56	1.37	
0.01	0.02	-9.78	0.00	0.00	0.00	15.96	12.59	1.39	
0.01	0.02	-9.78	0.00	0.00	0.00	16.11	12.60	1.40	
0.01	0.02	-9.79	0.00	0.00	0.00	16.21	12.61	1.41	
0.01	0.02	-9.79	0.00	0.00	0.00	16.28	12.62	1.42	
0.01	0.02	-9.78	0.00	0.00	0.00	16.32	12.62	1.42	
0.01	0.02	-9.78	0.00	0.00	0.00	16.34	12.63	1.42	
0.01	0.02	-9.77	0.00	0.00	0.00	16.36	12.63	1.42	
0.00	0.02	-9.77	0.00	0.00	0.00	16.37	12.63	1.43	
0.00	0.02	-9.77	0.00	0.00	0.00	16.38	12.63	1.43	
0.00	0.02	-9.77	0.00	0.00	0.00	16.39	12.63	1.43	
0.00	0.02	-9.76	0.00	0.00	0.00	16.39	12.63	1.43	
0.00	0.02	-9.77	0.00	0.00	0.00	16.39	12.63	1.43	
0.01	0.02	-9.77	0.00	0.00	0.00	16.39	12.63	1.43	
0.01	0.02	-9.77	0.00	0.00	0.00	16.39	12.63	1.43	
0.01	0.02	-9.77	0.00	0.00	0.00	16.39	12.63	1.43	
0.00	0.02	-9.77	-0.00	0.00	0.00	16.39	12.63	1.43	
0.00	0.02	-9.77	-0.00	0.00	0.00	16.39	12.63	1.43	
0.00	0.02	-9.77	-0.00	0.00	0.00	16.39	12.63	1.43	
0.00	0.01	-9.78	-0.00	0.00	0.00	15.52	12.54	1.00	
0.00	0.01	-9.78	0.00	0.00	0.00	14.96	12.49	0.71	
0.01	0.01	-9.78	0.00	0.00	0.00	14.59	12.45	0.53	
0.01	0.01	-9.78	0.00	0.00	0.00	14.35	12.42	0.41	
0.01	0.01	-9.78	0.00	0.00	0.00	14.19	12.41	0.34	
0.01	0.01	-9.78	0.00	0.00	0.00	14.09	12.40	0.29	
0.01	0.01	-9.78	-0.00	0.00	0.00	14.03	12.39	0.25	
0.01	0.01	-9.78	-0.00	0.00	0.00	13.99	12.39	0.23	
0.00	0.01	-9.78	-0.00	0.00	0.00	13.96	12.38	0.22	
-0.00	0.02	-9.77	-0.00	0.00	0.00	13.94	12.38	0.21	
-0.00	0.02	-9.77	-0.00	0.00	0.00	13.93	12.38	0.20	
-0.01	0.02	-9.77	-0.00	0.00	0.00	13.92	12.38	0.20	
-0.01	0.02	-9.77	-0.00	0.00	0.00	13.92	12.38	0.20	
-0.01	0.02	-9.77	-0.00	0.00	0.00	13.91	12.38	0.20	
-0.01	0.02	-9.77	-0.00	0.00	0.00	13.91	12.38	0.20	
-0.00	0.02	-9.77	-0.00	0.00	0.00	13.91	12.38	0.19	
0.00	0.03	-9.76	-0.00	0.00	0.00	13.91	12.38	0.19	
0.00	0.03	-9.76	-0.00	0.00	0.00	13.91	12.38	0.19	
0.01	0.03	-9.76	-0.00	0.00	0.00	13.91	12.38	0.19	
0.00	0.02	-9.76	-0.00	0.00	0.00	13.91	12.38	0.19	
0.00	0.02	-9.76	-0.00	0.00	0.00	13.91	12.38	0.19	
-0.00	0.02	-9.77	-0.00	0.00	0.00	13.91	12.38	0.19	
0.00	0.02	-9.76	-0.00	0.00	0.00	13.91	12.38	0.19	
0.01	0.03	-9.75	-0.00	0.00	0.00	13.91	12.38	0.19	
0.01	0.03	-9.75	-0.00	0.00	0.00	13.91	12.38	0.19	
0.01	0.03	-9.75	-0.00	0.00	0.00	13.91	12.38	0.19	
0.00	0.03	-9.75	-0.00	0.00	0.00	13.66	12.29	-0.02	
-0.00	0.02	-9.76	-0.00	0.00	0.00	13.50	12.23	-0.16	
-0.00	0.02	-9.76	-0.00	0.00	0.00	13.39	12.20	-0.25	
-0.01	0.02	-9.76	0.00	0.00	0.00	13.32	12.17	-0.31	
-0.01	0.02	-9.79	0.00	0.00	0.00	13.28	12.15	-0.35	
-0.01	0.02	-9.81	0.00	0.00	0.00	13.25	12.14	-0.38	
-0.01	0.02	-9.82	0.00	0.00	0.00	13.23	12.14	-0.39	
-0.01	0.03	-9.85	0.00	0.00	0.00	13.22	12.13	-0.40	
-0.00	0.03	-9.87	0.00	0.00	0.00	13.21	12.13	-0.41	
-0.00	0.03	-9.88	0.00	0.00	0.00	13.20	12.13	-0.41	
-0.00	0.03	-9.88	0.00	0.00	0.00	13.20	12.13	-0.42	
0.01	0.03	-9.73	0.00	0.01	0.00	13.20	12.13	-0.42	
0.02	0.03	-9.63	0.00	0.01	0.00	13.20	12.13	-0.42	
0.03	0.03	-9.56	0.00	0.01	0.00	13.20	12.13	-0.42	
0.03	0.03	-9.52	0.00	0.01	0.00	13.20	12.13	-0.42	
0.01	0.03	-9.68	0.00	0.00	0.00	13.20	12.13	-0.42	
0.00	0.03	-9.78	-0.00	0.00	0.00	13.20	12.13	-0.42	
-0.00	0.03	-9.85	-0.00	-0.00	0.00	13.20	12.13	-0.42	
-0.01	0.03	-9.78	-0.00	-0.00	0.00	13.20	12.13	-0.42	
-0.01	0.02	-9.74	0.00	-0.00	0.00	13.20	12.13	-0.42	
-0.01	0.02	-9.72	0.00	-0.00	0.00	13.20	12.13	-0.42	
-0.02	0.02	-9.70	0.00	-0.00	0.00	13.20	12.13	-0.42	
-0.00	0.02	-9.74	0.00	-0.00	0.00	13.82	12.30	-0.64	
0.01	0.02	-9.77	0.00	-0.00	0.00	14.22	12.42	-0.78	
0.01	0.02	-9.79	0.00	-0.00	0.00	14.48	12.49	-0.87	
0.01	0.02	-9.80	0.00	-0.00	0.00	14.66	12.54	-0.93	
0.01	0.02	-9.78	0.00	-0.00	0.00	14.77	12.57	-0.97	
0.01	0.01	-9.78	0.00	-0.00	0.00	14.84	12.59	-0.99	
0.00	0.01	-9.77	0.00	-0.00	0.00	14.89	12.61	-1.01	
0.01	0.02	-9.77	0.00	-0.00	0.00	14.92	12.62	-1.02	
0.01	0.02	-9.77	0.00	-0.00	0.00	14.94	12.62	-1.03	
0.02	0.02	-9.76	0.00	0.00	0.00	14.95	12.62	-1.03	
0.02	0.03	-9.76	0.00	0.00	0.00	14.96	12.63	-1.03	
0.01	0.02	-9.78	0.00	-0.00	0.00	14.96	12.63	-1.04	
0.00	0.02	-9.79	0.00	-0.00	0.00	14.97	12.63	-1.04	
-0.00	0.01	-9.80	0.00	-0.00	0.00	14.97	12.63	-1.04	
0.00	0.02	-9.78	-0.00	-0.00	0.00	14.97	12.63	-1.04	
0.00	0.02	-9.76	-0.00	-0.00	0.00	14.97	12.63	-1.04	
0.00	0.02	-9.75	-0.00	0.00	0.00	14.97	12.63	-1.04	
0.00	0.02	-9.75	-0.00	0.00	0.00	14.97	12.63	-1.04	
0.00	0.03	-9.76	-0.00	0.00	0.00	14.97	12.63	-1.04	
0.00	0.03	-9.77	-0.00	0.00	0.00	14.97	12.63	-1.04	
0.00	0.04	-9.78	-0.00	0.00	0.00	14.97	12.63	-1.04	
0.00	0.04	-9.78	-0.00	0.00	0.00	14.97	12.63	-1.04	
0.01	0.03	-9.77	-0.00	0.00	0.00	14.72	12.81	-1.04	
0.02	0.02	-9.77	0.00	0.00	0.00	14.56	12.92	-1.04	
0.02	0.01	-9.76	0.00	0.00	0.00	14.46	13.00	-1.04	
0.01	0.02	-9.78	0.00	0.00	0.00	14.39	13.05	-1.04	
0.01	0.02	-9.79	0.00	0.00	0.00	14.34	13.08	-1.04	
0.01	0.02	-9.80	0.00	0.00	0.00	14.32	13.10	-1.04	
0.01	0.02	-9.81	0.00	0.00	0.00	14.30	13.11	-1.04	
0.01	0.02	-9.79	0.00	0.00	0.00	14.28	13.12	-1.04	
0.01	0.03	-9.78	0.00	0.00	0.00	14.28	13.13	-1.04	
0.01	0.03	-9.77	0.00	0.00	0.00	14.27	13.13	-1.04	
0.01	0.03	-9.76	0.00	0.00	0.00	14.27	13.13	-1.04	
0.00	0.03	-9.77	0.00	0.00	0.00	14.27	13.13	-1.04	
-0.00	0.03	-9.78	0.00	0.00	0.00	14.26	13.14	-1.04	
-0.01	0.03	-9.78	0.00	0.00	0.00	14.26	13.14	-1.04	
-0.00	0.03	-9.77	0.00	0.00	0.00	14.26	13.14	-1.04	
0.00	0.03	-9.76	0.00	0.00	0.00	14.26	13.14	-1.04	
0.01	0.02	-9.75	0.00	0.00	0.00	14.26	13.14	-1.04	
0.01	0.02	-9.75	0.00	0.00	0.00	14.26	13.14	-1.04	
0.01	0.02	-9.76	0.00	-0.00	0.00	14.26	13.14	-1.04	
0.01	0.03	-9.77	0.00	-0.00	0.00	14.26	13.14	-1.04	
0.01	0.03	-9.78	0.00	-0.00	0.00	14.26	13.14	-1.04	
0.01	0.03	-9.78	0.00	-0.00	0.00	14.26	13.14	-1.04	
0.01	0.03	-9.76	-0.00	-0.00	0.00	14.39	12.78	-0.82	
0.01	0.03	-9.75	-0.00	-0.00	0.00	14.47	12.55	-0.68	
0.01	0.03	-9.74	-0.00	-0.00	0.00	14.52	12.40	-0.59	
0.01	0.03	-9.77	-0.00	-0.00	0.00	14.55	12.31	-0.53	
0.00	0.04	-9.79	-0.00	-0.00	0.00	14.58	12.24	-0.49	
0.00	0.04	-9.81	-0.00	-0.00	0.00	14.59	12.20	-0.47	
0.00	0.04	-9.82	-0.00	-0.00	0.00	14.60	12.18	-0.45	
-0.00	0.03	-9.81	-0.00	-0.00	0.00	14.61	12.16	-0.44	
-0.00	0.03	-9.81	-0.00	-0.00	0.00	14.61	12.15	-0.44	
-0.00	0.03	-9.81	-0.00	-0.00	0.00	14.61	12.14	-0.43	
-0.00	0.03	-9.81	-0.00	-0.00	0.00	14.61	12.13	-0.43	
-0.00	0.03	-9.78	-0.00	0.00	0.00	14.62	12.13	-0.43	
-0.00	0.03	-9.76	-0.00	0.00	0.00	14.62	12.13	-0.43	
-0.00	0.02	-9.75	0.00	0.00	0.00	14.62	12.13	-0.42	
0.00	0.02	-9.76	0.00	0.00	0.00	14.62	12.13	-0.42	
0.00	0.02	-9.76	0.00	0.00	0.00	14.62	12.13	-0.42	
0.00	0.02	-9.77	0.00	-0.00	0.00	14.62	12.13	-0.42	
0.00	0.02	-9.77	0.00	-0.00	0.00	14.62	12.13	-0.42	
0.01	0.02	-9.76	-0.00	-0.00	0.00	14.62	12.13	-0.42	
0.01	0.03	-9.76	-0.00	-0.00	0.00	14.62	12.13	-0.42	
0.01	0.03	-9.76	-0.00	0.00	0.00	14.62	12.13	-0.42	
0.01	0.03	-9.75	-0.00	0.00	0.00	14.62	12.13	-0.42	
0.01	0.03	-9.75	-0.00	0.00	0.00	14.62	12.13	-0.42	
0.00	0.03	-9.75	-0.00	0.00	0.00	14.62	12.13	-0.42	
-0.00	0.03	-9.75	-0.00	0.00	0.00	14.62	12.13	-0.42	
-0.00	0.03	-9.76	-0.00	0.00	0.00	14.43	12.70	-0.10	
-0.00	0.03	-9.77	-0.00	-0.00	0.00	14.31	13.07	0.11	
0.00	0.04	-9.77	-0.00	-0.00	0.00	14.23	13.32	0.25	
0.00	0.04	-9.77	-0.00	-0.00	0.00	14.18	13.48	0.34	
0.00	0.03	-9.74	-0.00	-0.00	0.00	14.15	13.58	0.39	
0.01	0.03	-9.73	-0.00	-0.00	0.00	14.12	13.65	0.43	
0.01	0.03	-9.71	-0.00	-0.00	0.00	14.11	13.69	0.46	
0.01	0.03	-9.70	-0.00	-0.00	0.00	14.10	13.72	0.47	
0.01	0.03	-9.68	-0.00	-0.00	0.00	14.09	13.74	0.48	
0.00	0.03	-9.67	-0.00	-0.00	0.00	14.09	13.75	0.49	
0.00	0.03	-9.66	-0.00	-0.00	0.00	14.09	13.76	0.49	
-0.01	0.02	-9.90	-0.00	-0.01	0.00	14.09	13.76	0.50	
-0.03	0.02	-10.06	-0.00	-0.01	0.00	14.09	13.76	0.50	
-0.03	0.02	-10.17	-0.00	-0.01	0.00	14.09	13.77	0.50	
-0.04	0.02	-10.23	-0.00	-0.01	0.00	14.08	13.77	0.50	
-0.01	0.01	-9.91	-0.00	-0.00	0.00	14.08	13.77	0.50	
0.01	0.00	-9.70	0.00	0.00	0.00	14.08	13.77	0.50	
0.02	0.00	-9.56	0.00	0.01	0.00	14.08	13.77	0.50	
0.03	-0.00	-9.48	0.00	0.01	0.00	14.08	13.77	0.50	
0.01	0.01	-9.67	0.00	0.00	0.00	14.08	13.77	0.50	
-0.00	0.02	-9.79	0.00	0.00	0.00	14.08	13.77	0.50	
-0.01	0.03	-9.88	-0.00	0.00	0.00	14.08	13.77	0.50	
-0.00	0.03	-9.80	0.00	0.00	0.00	14.40	13.11	-0.04	
0.00	0.02	-9.75	0.00	0.00	0.00	14.60	12.67	-0.39	
0.01	0.02	-9.71	0.00	0.00	0.00	14.73	12.39	-0.62	
0.01	0.02	-9.69	0.00	0.00	0.00	14.81	12.21	-0.76	
-0.00	0.02	-9.74	0.00	0.00	0.00	14.87	12.09	-0.86	
-0.01	0.03	-9.77	0.00	0.00	0.00	14.91	12.02	-0.92	
-0.02	0.03	-9.79	0.00	0.00	0.00	14.93	11.97	-0.96	
-0.02	0.03	-9.80	-0.00	0.00	0.00	14.94	11.93	-0.99	
-0.00	0.02	-9.76	0.00	0.00	0.00	14.95	11.91	-1.01	
0.01	0.01	-9.74	0.00	0.00	0.00	14.96	11.90	-1.02	
0.02	0.01	-9.72	0.00	0.00	0.00	14.96	11.89	-1.03	
0.02	0.02	-9.75	0.00	0.00	0.00	14.97	11.88	-1.03	
0.02	0.02	-9.77	0.00	0.00	0.00	14.97	11.88	-1.03	
0.02	0.02	-9.78	-0.00	0.00	0.00	14.97	11.88	-1.04	
0.01	0.03	-9.79	-0.00	0.00	0.00	14.97	11.88	-1.04	
0.00	0.02	-9.79	0.00	0.00	0.00	14.97	11.87	-1.04	
-0.01	0.02	-9.79	0.00	0.00	0.00	14.97	11.87	-1.04	
-0.02	0.02	-9.79	0.00	0.00	0.00	14.97	11.87	-1.04	
-0.01	0.02	-9.79	0.00	0.00	0.00	14.97	11.87	-1.04	
-0.01	0.01	-9.80	0.00	0.00	0.00	14.97	11.87	-1.04	
-0.01	0.01	-9.80	0.00	0.00	0.00	14.97	11.87	-1.04	
-0.01	0.01	-9.80	0.00	0.00	0.00	14.97	11.87	-1.04	
-0.01	0.02	-9.79	0.00	0.00	0.00	14.91	11.83	-1.36	
-0.01	0.03	-9.78	0.00	0.00	0.00	14.87	11.80	-1.57	
-0.01	0.04	-9.77	0.00	0.00	0.00	14.84	11.78	-1.71	
-0.01	0.04	-9.77	0.00	0.00	0.00	14.83	11.77	-1.80	
-0.00	0.03	-9.78	0.00	0.00	0.00	14.82	11.76	-1.86	
-0.00	0.02	-9.78	0.00	0.00	0.00	14.81	11.76	-1.90	
0.00	0.01	-9.78	0.00	0.00	0.00	14.80	11.75	-1.92	
0.00	0.01	-9.79	0.00	0.00	0.00	14.80	11.75	-1.94	
0.00	0.01	-9.79	0.00	0.00	0.00	14.80	11.75	-1.95	
-0.00	0.02	-9.79	0.00	0.00	0.00	14.80	11.75	-1.95	
-0.00	0.02	-9.79	0.00	0.00	0.00	14.80	11.75	-1.96	
0.02	0.03	-9.73	0.00	0.00	0.00	14.80	11.75	-1.96	
0.03	0.04	-9.69	0.00	0.00	0.00	14.80	11.75	-1.96	
